CraterLake:-123.05 42.04 -121.55 43.38
Curitiba:-49.3549 -25.5195 -49.1647 -25.381
Cusco:-72.33 -13.712 -71.532 -13.217
Dallas:-97.046 32.626 -96.525 32.944
Darmstadt:8.44 49.72 8.842 50.00
Davis:-121.8085 38.5045 -121.6698 38.5942
DenHaag:4.08 51.963 4.568 52.209
Denver:-105.195 39.6 -104.765 39.89
Dessau:11.86 51.55 12.85 51.99
Dortmund:7.35 51.39 7.65 51.63
Dresden:13.43 50.878 14.182 51.23
Dublin:-6.549 53.147 -6.032 53.51
Duesseldorf:6.51 51.06 7.11 51.39
Duisburg:6.51 51.361 7.11 51.63
Edinburgh:-3.58 55.70 -2.77 56.10
Eindhoven:5.258 51.329 5.75 51.584
Emden:7.97 53.05 6.90 53.80
Erfurt:10.85 50.76 11.27 51.19
Erlangen:10.76 49.49 11.27 49.79
Eugene:-123.2152 43.987 -122.8694 44.1476
Flensburg:9.131 54.621 10.089 54.958
FortCollins:-105.196 40.463 -104.933 40.621
Frankfurt:8.44 49.93 9.086 50.35
FrankfurtOder:13.49 52.00 14.76 52.71
Freiburg:7.50 47.78 8.24 48.31
Gdansk:18.34 54.23 18.87 54.62
Genf:5.92 46.02 6.52 46.48
Gent:3.504 50.938 3.903 51.208
Gera:11.78 50.38 12.56 51.12
Glasgow:-4.53 55.745 -3.857 55.957
Gliwice:18.55 50.17 18.8829 50.41
Goerlitz:14.10 50.70 15.19 51.35
Goeteborg:11.70 57.55 12.22 57.82
Goettingen:9.63 51.30 10.36 51.85
Graz:14.809 46.599 16.166 47.447
Groningen:6.317 53.069 6.903 53.345
Halifax:-63.716 44.609 -63.458 44.754
Halle:11.42 51.07 12.35 51.71
Hamburg:9.37 53.32 10.57 53.85
Hamm:7.60 51.46 8.15 51.83
Hannover:9.18 52.07 10.15 52.67
Heilbronn:8.79 48.93 9.60 49.42
Helsinki:24.588 60.113 25.242 60.353
Hertogenbosch:5.11 51.58 5.60 51.84
Huntsville:-86.814 34.528 -86.339 34.909
Innsbruck:11.16 47.07 11.72 47.39
Istanbul:28.655 40.896 29.27 41.266
Jena:11.27 50.58 11.78 51.12
Jerusalem:35.1424 31.7261 35.2936 31.8675
Johannesburg:27.72 -26.40 28.47 -25.90
Kaiserslautern:7.44 49.15 8.19 49.72
Karlsruhe:8.03 48.73 8.81 49.27
Kassel:9.225 51.158 9.742 51.47
Katowice:18.8829 50.17 19.3 50.41
Kaunas:23.738 54.79 24.273 55.01
Kiel:9.772 54.02 10.64 54.516
Kiew:30.278 50.298 30.859 50.622
Koblenz:7.168 50.119 8.10 50.58
Koeln:6.55 50.72 7.33 51.14
Konstanz:8.759 47.37 9.828 47.872
LakeGarda:10.36 45.318 11.196 46.138
LaPaz:-68.436 -16.698 -67.857 -16.297
LaPlata:-58.20 -35.1 -57.62 -34.72
Lausanne:6.31 46.35 7.074 46.63
Leeds:-1.89 53.65 -1.276 53.879
Leipzig:12.02 50.98 12.92 51.59
Lima:-77.263 -12.417 -76.556 -11.7
Linz:13.89 48.10 14.59 48.53
Lisbon:-9.535 38.384 -8.65 39.004
Liverpool:-3.208 53.263 -2.442 53.575
Ljubljana:14.267 45.904 14.771 46.25
Lodz:19.182 51.598 19.757 51.908
London:-0.597 51.278 0.423 51.703
LosAngeles:-118.9437484 32.8000296 -117.6447219 34.8225441
Luebeck:10.20 53.67 11.09 54.21
Luxemburg:5.594 49.406 6.727 50.21
Lyon:4.579 45.608 5.156 45.928
Maastricht:5.434 50.724 5.88 51.03
Madison:-89.578 42.971 -89.215 43.18
Madrid:-4.07 40.17 -3.23 40.65
Magdeburg:11.33 51.89 11.94 52.35
Mainz:7.7 49.72 8.51 50.24
Malmoe:12.78 55.33 13.72 55.95
Manchester:-2.523 53.31 -1.79 53.65
Mannheim:8.10 49.23 8.90 49.75
Marseille:5.277 43.142 5.72 43.438
Melbourne:144.68 -38.02 145.30 -37.53
Memphis:-90.361 34.91 -89.653 35.324
MexicoCity:-99.2708 19.3095 -98.9714 19.5329
Miami:-80.3244 25.6548 -80.0473 25.8567
Minsk:27.277 53.738 27.934 54.05
Moenchengladbach:5.75 50.99 6.65 51.48
Montevideo:-56.49 -34.950 -55.60 -34.50
Montpellier:3.643 43.377 4.16 43.763
Montreal:-74.086 45.301 -73.268 45.75
Moscow:37.322 55.566 37.881 55.916
Muenchen:11.06 47.80 12.00 48.42
Muenster:7.35 51.78 7.87 52.18
NewDelhi:76.978 28.44 77.497 28.738
NewOrleans:-90.538 29.675 -89.501 30.401
NewYork:-74.359 40.479 -73.671 40.96
Nuernberg:10.52 49.07 11.55 49.62
Oldenburg:7.81 52.75 8.62 53.53
Oranienburg:12.70 52.50 14.50 53.48
Orlando:-81.644 28.283 -81.072 28.822
Oslo:10.397 59.751 11.104 60.038
Osnabrueck:7.82 52.07 8.32 52.43
Ostrava:18.066 49.692 18.634 49.956
Ottawa:-75.95 45.21 -75.40 45.532
Paderborn:8.40 51.50 9.18 51.89
Palma:2.266 39.252 3.502 39.985
PaloAlto:-122.5 37.35 -122.0223 37.58
Paris:1.978 48.673 2.739 49.028
Perth:115.668 -32.225 116.125 -31.634
Philadelphia:-75.335 39.83 -74.937 40.047
PhnomPenh:104.8238 11.4895 105.0164 11.6295
Portland:-122.965 45.334 -122.362 45.675
PortlandME:-70.581 43.434 -70.12 43.853
Porto:-8.82 40.90 -8.20 41.42
PortoAlegre:-51.28 -30.141 -51.054 -29.94
Potsdam:12.50 51.83 13.51 52.54
Poznan:16.617 52.236 17.257 52.537
Prag:14.195 49.906 14.75 50.181
Providence:-71.5273 41.7378 -71.3141 41.9006
Regensburg:11.80 48.80 12.44 49.25
Riga:23.787 56.813 24.446 57.091
RiodeJaneiro:-43.58 -23.08 -42.92 -22.5833
Rostock:11.55 53.91 12.90 54.49
Rotterdam:4.183 51.753 4.823 51.984
Ruegen:12.85 54.03 13.81 54.70
Saarbruecken:6.593 49.046 7.44 49.54 
Sacramento:-121.625 38.374 -121.154 38.738
Saigon:106.5444 10.6564 106.8545 10.8931
Salzburg:12.521 47.536 13.696 48.037
SanFrancisco:-122.54 37.54 -122.32 37.93
SanJose:-122.081 37.21 -121.707 37.46
SanktPetersburg:30.042 59.796 30.63 60.071
SantaBarbara:-119.9402 34.39 -119.5399 34.4735
SantaCruz:-122.30 36.78 -121.50 37.27
Santiago:-70.95 -33.70 -70.45 -33.17
Sarajewo:18.242 43.768 18.515 43.935
Schwerin:11.00 53.505 11.86 54.046
Seattle:-122.462 47.394 -122.005 47.831
Seoul:126.58 37.35 127.31 37.72
Sheffield:-1.59 53.30 -1.26 53.48
Singapore:103.6033 1.2385 104.028 1.4804
Sofia:23.129 42.557 23.525 42.825
Stockholm:17.535 59.103 18.557 59.571
Stockton:-121.459 37.718 -121.092 38.165
Strassburg:7.55 48.434 8.038 48.724
Stuttgart:8.79 48.46 9.50 48.93
Sucre:-65.424 -19.167 -65.069 -18.921
Sydney:150.827 -34.058 151.328 -33.681
Szczecin:14.35 53.30 14.82 53.57
Tallinn:24.444 59.287 25.088 59.577
Tehran:51.2734 35.6007 51.5549 35.807
Tilburg:4.89 51.456 5.267 51.645
Tokyo:139.6165 35.5591 139.9478 35.7836
Toronto:-79.79 43.48 -79.00 43.92
Toulouse:1.191 43.454 1.681 43.752
Trondheim:10.139 63.304 10.689 63.466
Tucson:-111.108 32.114 -110.704 32.335
Turin:7.43 44.941 7.929 45.21
UlanBator:106.8392 47.8995 107.0167 47.9337
Ulm:9.60 48.15 10.41 48.67
Usedom:13.23 53.48 14.883 54.20
Utrecht:4.741 51.926 5.49 52.323
Vancouver:-123.307 48.999 -122.668 49.416
Victoria:-123.578 48.392 -123.25 48.702
WarenMueritz:11.70 52.95 13.40 53.91
Warsaw:20.653 52.041 21.408 52.451
WashingtonDC:-77.23 38.78 -76.84 39.05
Waterloo:-80.65 43.29 -80.14 43.62
Wien:15.92 47.91 16.88 48.47
Wroclaw:16.803 50.998 17.278 51.216
Wuerzburg:9.45 49.40 10.54 50.11
Wuppertal:6.95 51.06 7.65 51.39
Zagreb:15.748 45.683 16.291 45.94
Zuerich:8.29 47.13 8.87 47.58
